product_name,brand,category,adulterant,detection_method,severity,health_risk,action_taken
Cheese,BrandB,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Fine Imposed
Yogurt,BrandA,Dairy,Water,Spectroscopy,Severe,High,Fine Imposed
Juice,BrandE,Beverages,Coloring agents,Sensory Evaluation,Severe,Medium,Fine Imposed
Cheese,BrandB,Dairy,Coloring agents,Chemical Analysis,Minor,Low,Fine Imposed
Milk,BrandD,Dairy,Melamine,Chemical Analysis,Moderate,High,Investigation Launched
Milk,BrandE,Dairy,Chalk,Microbiological Analysis,Moderate,High,Fine Imposed
Bread,BrandE,Dairy,Melamine,Spectroscopy,Moderate,Medium,Investigation Launched
Honey,BrandD,Condiments,Artificial sweeteners,Chemical Analysis,Severe,High,Product Recall
Cheese,BrandA,Dairy,Coloring agents,Microbiological Analysis,Moderate,High,Warning Issued
Chicken,BrandD,Meat,Artificial sweeteners,Microbiological Analysis,Severe,High,Investigation Launched
Chicken,BrandB,Meat,Artificial sweeteners,Sensory Evaluation,Moderate,Medium,Warning Issued
Cheese,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Moderate,Medium,Warning Issued
Milk,BrandB,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,High,Fine Imposed
Milk,BrandB,Dairy,Water,Microbiological Analysis,Severe,Low,Product Recall
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Moderate,Low,Fine Imposed
Bread,BrandB,Dairy,Coloring agents,Microbiological Analysis,Moderate,High,Product Recall
Honey,BrandC,Condiments,Coloring agents,Sensory Evaluation,Severe,High,Investigation Launched
Honey,BrandA,Condiments,Melamine,Spectroscopy,Moderate,High,Product Recall
Chicken,BrandE,Meat,Melamine,Chemical Analysis,Minor,High,Warning Issued
Honey,BrandE,Condiments,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Investigation Launched
Juice,BrandC,Beverages,Artificial sweeteners,Microbiological Analysis,Severe,High,Warning Issued
Bread,BrandE,Dairy,Water,Sensory Evaluation,Moderate,Low,Investigation Launched
Chicken,BrandE,Meat,Chalk,Spectroscopy,Severe,Low,Fine Imposed
Chicken,BrandD,Meat,Coloring agents,Spectroscopy,Severe,Medium,Warning Issued
Wine,BrandB,Beverages,Water,Microbiological Analysis,Severe,Medium,Product Recall
Yogurt,BrandE,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Warning Issued
Juice,BrandC,Beverages,Coloring agents,Sensory Evaluation,Minor,Low,Product Recall
Cheese,BrandD,Dairy,Melamine,Chemical Analysis,Moderate,High,Fine Imposed
Honey,BrandD,Condiments,Chalk,Spectroscopy,Minor,High,Product Recall
Honey,BrandE,Condiments,Coloring agents,Microbiological Analysis,Minor,High,Fine Imposed
Chicken,BrandB,Meat,Water,Spectroscopy,Minor,Low,Investigation Launched
Butter,BrandB,Dairy,Coloring agents,Chemical Analysis,Severe,High,Fine Imposed
Beef,BrandE,Meat,Artificial sweeteners,Spectroscopy,Minor,High,Product Recall
Cheese,BrandE,Dairy,Water,Sensory Evaluation,Severe,High,Product Recall
Yogurt,BrandE,Dairy,Water,Microbiological Analysis,Moderate,Low,Product Recall
Butter,BrandC,Dairy,Chalk,Chemical Analysis,Minor,Medium,Warning Issued
Cheese,BrandD,Dairy,Melamine,Chemical Analysis,Severe,Low,Investigation Launched
Chicken,BrandE,Meat,Artificial sweeteners,Microbiological Analysis,Minor,Low,Warning Issued
Milk,BrandD,Dairy,Artificial sweeteners,Spectroscopy,Severe,High,Investigation Launched
Honey,BrandD,Condiments,Chalk,Microbiological Analysis,Moderate,Medium,Investigation Launched
Milk,BrandC,Dairy,Water,Microbiological Analysis,Moderate,Low,Investigation Launched
Bread,BrandE,Dairy,Coloring agents,Microbiological Analysis,Moderate,Medium,Product Recall
Yogurt,BrandE,Dairy,Coloring agents,Spectroscopy,Moderate,Low,Fine Imposed
Beef,BrandD,Meat,Coloring agents,Sensory Evaluation,Severe,High,Investigation Launched
Honey,BrandE,Condiments,Water,Chemical Analysis,Severe,High,Fine Imposed
Yogurt,BrandD,Dairy,Chalk,Spectroscopy,Severe,Medium,Warning Issued
Beef,BrandC,Meat,Artificial sweeteners,Microbiological Analysis,Minor,High,Product Recall
Cheese,BrandD,Dairy,Coloring agents,Microbiological Analysis,Moderate,Low,Warning Issued
Yogurt,BrandA,Dairy,Melamine,Spectroscopy,Minor,High,Product Recall
Beef,BrandE,Meat,Melamine,Chemical Analysis,Severe,High,Investigation Launched
Yogurt,BrandE,Dairy,Melamine,Microbiological Analysis,Minor,Medium,Product Recall
Chicken,BrandD,Meat,Coloring agents,Spectroscopy,Moderate,High,Warning Issued
Milk,BrandB,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,Low,Product Recall
Honey,BrandB,Condiments,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Investigation Launched
Milk,BrandB,Dairy,Melamine,Spectroscopy,Severe,Medium,Investigation Launched
Juice,BrandC,Beverages,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Fine Imposed
Bread,BrandE,Dairy,Chalk,Chemical Analysis,Minor,Low,Fine Imposed
Cheese,BrandD,Dairy,Chalk,Spectroscopy,Moderate,High,Fine Imposed
Chicken,BrandB,Meat,Water,Spectroscopy,Minor,Medium,Warning Issued
Chicken,BrandA,Meat,Chalk,Chemical Analysis,Severe,Medium,Product Recall
Butter,BrandA,Dairy,Chalk,Sensory Evaluation,Minor,High,Investigation Launched
Wine,BrandC,Beverages,Coloring agents,Chemical Analysis,Moderate,Medium,Warning Issued
Milk,BrandB,Dairy,Melamine,Chemical Analysis,Severe,High,Warning Issued
Bread,BrandD,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Investigation Launched
Honey,BrandA,Condiments,Chalk,Sensory Evaluation,Severe,Medium,Warning Issued
Yogurt,BrandD,Dairy,Melamine,Spectroscopy,Minor,Medium,Warning Issued
Butter,BrandC,Dairy,Chalk,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandC,Meat,Chalk,Sensory Evaluation,Severe,High,Warning Issued
Bread,BrandA,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Investigation Launched
Milk,BrandC,Dairy,Chalk,Spectroscopy,Moderate,High,Warning Issued
Honey,BrandA,Condiments,Water,Microbiological Analysis,Moderate,Low,Warning Issued
Milk,BrandA,Dairy,Chalk,Sensory Evaluation,Minor,High,Investigation Launched
Juice,BrandC,Beverages,Artificial sweeteners,Spectroscopy,Minor,Low,Warning Issued
Honey,BrandD,Condiments,Water,Sensory Evaluation,Minor,Low,Product Recall
Juice,BrandB,Beverages,Melamine,Spectroscopy,Minor,High,Warning Issued
Yogurt,BrandC,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,Low,Fine Imposed
Milk,BrandA,Dairy,Chalk,Microbiological Analysis,Minor,Low,Warning Issued
Beef,BrandE,Meat,Water,Spectroscopy,Moderate,Low,Fine Imposed
Cheese,BrandC,Dairy,Water,Microbiological Analysis,Minor,High,Product Recall
Yogurt,BrandE,Dairy,Chalk,Spectroscopy,Moderate,Low,Warning Issued
Juice,BrandA,Beverages,Melamine,Spectroscopy,Moderate,Low,Investigation Launched
Wine,BrandE,Beverages,Water,Sensory Evaluation,Severe,High,Investigation Launched
Beef,BrandB,Meat,Melamine,Chemical Analysis,Severe,Low,Investigation Launched
Butter,BrandB,Dairy,Melamine,Microbiological Analysis,Severe,High,Investigation Launched
Bread,BrandA,Dairy,Melamine,Chemical Analysis,Severe,Low,Fine Imposed
Beef,BrandD,Meat,Coloring agents,Sensory Evaluation,Severe,Low,Fine Imposed
Honey,BrandB,Condiments,Chalk,Spectroscopy,Severe,High,Investigation Launched
Chicken,BrandC,Meat,Coloring agents,Sensory Evaluation,Minor,Medium,Warning Issued
Butter,BrandC,Dairy,Coloring agents,Chemical Analysis,Severe,High,Product Recall
Honey,BrandD,Condiments,Coloring agents,Spectroscopy,Severe,High,Warning Issued
Chicken,BrandC,Meat,Chalk,Sensory Evaluation,Severe,High,Fine Imposed
Milk,BrandC,Dairy,Melamine,Sensory Evaluation,Minor,Medium,Investigation Launched
Honey,BrandD,Condiments,Artificial sweeteners,Microbiological Analysis,Severe,Low,Fine Imposed
Beef,BrandA,Meat,Melamine,Spectroscopy,Minor,Medium,Warning Issued
Cheese,BrandC,Dairy,Water,Chemical Analysis,Minor,Medium,Investigation Launched
Honey,BrandC,Condiments,Coloring agents,Chemical Analysis,Severe,Medium,Warning Issued
Chicken,BrandC,Meat,Chalk,Spectroscopy,Minor,High,Fine Imposed
Juice,BrandE,Beverages,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Warning Issued
Juice,BrandD,Beverages,Chalk,Spectroscopy,Moderate,Low,Warning Issued
Juice,BrandB,Beverages,Artificial sweeteners,Chemical Analysis,Severe,Medium,Product Recall
Milk,BrandD,Dairy,Coloring agents,Microbiological Analysis,Moderate,Medium,Product Recall
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Severe,Medium,Investigation Launched
Bread,BrandD,Dairy,Coloring agents,Sensory Evaluation,Severe,High,Product Recall
Bread,BrandE,Dairy,Water,Spectroscopy,Moderate,Low,Investigation Launched
Butter,BrandC,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Investigation Launched
Yogurt,BrandB,Dairy,Water,Sensory Evaluation,Moderate,High,Investigation Launched
Chicken,BrandE,Meat,Water,Sensory Evaluation,Minor,High,Warning Issued
Juice,BrandE,Beverages,Chalk,Chemical Analysis,Severe,High,Fine Imposed
Milk,BrandA,Dairy,Coloring agents,Chemical Analysis,Moderate,Medium,Investigation Launched
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Minor,Medium,Fine Imposed
Butter,BrandD,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Investigation Launched
Honey,BrandE,Condiments,Chalk,Chemical Analysis,Severe,High,Warning Issued
Yogurt,BrandA,Dairy,Coloring agents,Microbiological Analysis,Severe,Low,Product Recall
Beef,BrandA,Meat,Melamine,Microbiological Analysis,Severe,Low,Fine Imposed
Milk,BrandA,Dairy,Water,Chemical Analysis,Severe,Medium,Warning Issued
Juice,BrandA,Beverages,Coloring agents,Sensory Evaluation,Minor,Medium,Investigation Launched
Chicken,BrandA,Meat,Coloring agents,Microbiological Analysis,Moderate,Low,Fine Imposed
Honey,BrandB,Condiments,Artificial sweeteners,Sensory Evaluation,Minor,High,Warning Issued
Bread,BrandC,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,Medium,Investigation Launched
Beef,BrandD,Meat,Chalk,Spectroscopy,Minor,Low,Investigation Launched
Milk,BrandC,Dairy,Melamine,Spectroscopy,Severe,High,Investigation Launched
Milk,BrandE,Dairy,Coloring agents,Chemical Analysis,Moderate,High,Warning Issued
Wine,BrandD,Beverages,Water,Spectroscopy,Severe,Medium,Product Recall
Bread,BrandC,Dairy,Melamine,Spectroscopy,Minor,Medium,Product Recall
Chicken,BrandA,Meat,Coloring agents,Microbiological Analysis,Severe,Low,Fine Imposed
Milk,BrandB,Dairy,Coloring agents,Sensory Evaluation,Severe,Low,Fine Imposed
Milk,BrandD,Dairy,Water,Chemical Analysis,Severe,Low,Fine Imposed
Cheese,BrandC,Dairy,Coloring agents,Sensory Evaluation,Minor,High,Warning Issued
Honey,BrandA,Condiments,Melamine,Chemical Analysis,Minor,Low,Product Recall
Chicken,BrandA,Meat,Chalk,Sensory Evaluation,Severe,Low,Warning Issued
Cheese,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Medium,Product Recall
Juice,BrandE,Beverages,Coloring agents,Spectroscopy,Severe,High,Product Recall
Yogurt,BrandC,Dairy,Water,Sensory Evaluation,Severe,Low,Product Recall
Chicken,BrandA,Meat,Coloring agents,Chemical Analysis,Minor,Low,Investigation Launched
Wine,BrandB,Beverages,Water,Sensory Evaluation,Severe,Low,Investigation Launched
Wine,BrandC,Beverages,Melamine,Chemical Analysis,Minor,Low,Fine Imposed
Beef,BrandC,Meat,Coloring agents,Sensory Evaluation,Moderate,Low,Fine Imposed
Yogurt,BrandE,Dairy,Coloring agents,Sensory Evaluation,Severe,Low,Warning Issued
Milk,BrandE,Dairy,Coloring agents,Sensory Evaluation,Minor,Medium,Warning Issued
Wine,BrandC,Beverages,Coloring agents,Spectroscopy,Minor,Low,Investigation Launched
Beef,BrandE,Meat,Chalk,Chemical Analysis,Minor,Medium,Investigation Launched
Bread,BrandA,Dairy,Water,Spectroscopy,Severe,Low,Warning Issued
Honey,BrandB,Condiments,Melamine,Sensory Evaluation,Severe,Low,Fine Imposed
Bread,BrandA,Dairy,Water,Chemical Analysis,Minor,Low,Warning Issued
Juice,BrandD,Beverages,Water,Chemical Analysis,Minor,Medium,Investigation Launched
Juice,BrandE,Beverages,Artificial sweeteners,Spectroscopy,Moderate,Low,Investigation Launched
Juice,BrandE,Beverages,Coloring agents,Spectroscopy,Minor,Medium,Warning Issued
Butter,BrandB,Dairy,Melamine,Chemical Analysis,Minor,High,Warning Issued
Bread,BrandE,Dairy,Artificial sweeteners,Chemical Analysis,Moderate,Medium,Warning Issued
Yogurt,BrandB,Dairy,Coloring agents,Sensory Evaluation,Minor,Low,Fine Imposed
Bread,BrandC,Dairy,Water,Chemical Analysis,Moderate,Medium,Investigation Launched
Wine,BrandE,Beverages,Melamine,Spectroscopy,Minor,Low,Product Recall
Chicken,BrandA,Meat,Chalk,Chemical Analysis,Minor,Medium,Investigation Launched
Honey,BrandB,Condiments,Coloring agents,Microbiological Analysis,Moderate,Medium,Product Recall
Juice,BrandD,Beverages,Water,Sensory Evaluation,Severe,Low,Investigation Launched
Honey,BrandC,Condiments,Chalk,Chemical Analysis,Minor,Low,Investigation Launched
Chicken,BrandB,Meat,Artificial sweeteners,Microbiological Analysis,Minor,High,Fine Imposed
Butter,BrandB,Dairy,Chalk,Microbiological Analysis,Minor,Medium,Warning Issued
Wine,BrandC,Beverages,Artificial sweeteners,Sensory Evaluation,Minor,Medium,Fine Imposed
Beef,BrandA,Meat,Artificial sweeteners,Sensory Evaluation,Minor,Medium,Fine Imposed
Honey,BrandD,Condiments,Chalk,Spectroscopy,Severe,Low,Fine Imposed
Butter,BrandA,Dairy,Chalk,Chemical Analysis,Severe,High,Product Recall
Yogurt,BrandA,Dairy,Chalk,Spectroscopy,Moderate,High,Product Recall
Honey,BrandA,Condiments,Chalk,Chemical Analysis,Minor,Low,Warning Issued
Wine,BrandE,Beverages,Chalk,Microbiological Analysis,Minor,Medium,Warning Issued
Beef,BrandD,Meat,Chalk,Spectroscopy,Minor,Low,Investigation Launched
Butter,BrandB,Dairy,Chalk,Chemical Analysis,Minor,Low,Warning Issued
Milk,BrandB,Dairy,Chalk,Microbiological Analysis,Minor,High,Product Recall
Yogurt,BrandA,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Investigation Launched
Juice,BrandC,Beverages,Coloring agents,Spectroscopy,Minor,Low,Warning Issued
Cheese,BrandD,Dairy,Chalk,Chemical Analysis,Moderate,Low,Product Recall
Juice,BrandA,Beverages,Melamine,Chemical Analysis,Minor,High,Warning Issued
Juice,BrandA,Beverages,Melamine,Microbiological Analysis,Minor,Low,Investigation Launched
Beef,BrandB,Meat,Artificial sweeteners,Chemical Analysis,Moderate,Low,Investigation Launched
Cheese,BrandB,Dairy,Water,Spectroscopy,Severe,Medium,Warning Issued
Bread,BrandC,Dairy,Water,Spectroscopy,Moderate,Low,Investigation Launched
Cheese,BrandE,Dairy,Melamine,Microbiological Analysis,Severe,High,Investigation Launched
Chicken,BrandE,Meat,Artificial sweeteners,Spectroscopy,Minor,Low,Fine Imposed
Butter,BrandC,Dairy,Melamine,Chemical Analysis,Moderate,Low,Product Recall
Beef,BrandA,Meat,Artificial sweeteners,Spectroscopy,Minor,Low,Product Recall
Chicken,BrandD,Meat,Coloring agents,Sensory Evaluation,Severe,High,Fine Imposed
Juice,BrandD,Beverages,Chalk,Chemical Analysis,Severe,Low,Product Recall
Chicken,BrandD,Meat,Water,Spectroscopy,Severe,Medium,Investigation Launched
Yogurt,BrandB,Dairy,Water,Microbiological Analysis,Severe,Low,Investigation Launched
Butter,BrandD,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Fine Imposed
Cheese,BrandD,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,High,Product Recall
Yogurt,BrandE,Dairy,Coloring agents,Sensory Evaluation,Moderate,High,Fine Imposed
Chicken,BrandD,Meat,Melamine,Chemical Analysis,Minor,Low,Fine Imposed
Wine,BrandC,Beverages,Artificial sweeteners,Spectroscopy,Moderate,Medium,Investigation Launched
Yogurt,BrandE,Dairy,Coloring agents,Chemical Analysis,Minor,Low,Investigation Launched
Milk,BrandB,Dairy,Chalk,Chemical Analysis,Moderate,Low,Product Recall
Bread,BrandE,Dairy,Melamine,Spectroscopy,Minor,Medium,Fine Imposed
Milk,BrandA,Dairy,Water,Chemical Analysis,Moderate,Low,Warning Issued
Wine,BrandB,Beverages,Coloring agents,Sensory Evaluation,Severe,Low,Product Recall
Butter,BrandA,Dairy,Chalk,Sensory Evaluation,Severe,Low,Fine Imposed
Yogurt,BrandA,Dairy,Chalk,Chemical Analysis,Severe,High,Fine Imposed
Wine,BrandB,Beverages,Artificial sweeteners,Chemical Analysis,Moderate,Low,Warning Issued
Wine,BrandA,Beverages,Water,Microbiological Analysis,Minor,Medium,Investigation Launched
Yogurt,BrandA,Dairy,Artificial sweeteners,Chemical Analysis,Minor,High,Product Recall
Milk,BrandA,Dairy,Coloring agents,Chemical Analysis,Moderate,Medium,Fine Imposed
Chicken,BrandD,Meat,Melamine,Microbiological Analysis,Moderate,Low,Investigation Launched
Yogurt,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Fine Imposed
Honey,BrandD,Condiments,Chalk,Sensory Evaluation,Minor,Medium,Investigation Launched
Beef,BrandD,Meat,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Investigation Launched
Wine,BrandE,Beverages,Chalk,Chemical Analysis,Minor,Low,Investigation Launched
Yogurt,BrandE,Dairy,Water,Spectroscopy,Minor,Low,Fine Imposed
Cheese,BrandC,Dairy,Melamine,Spectroscopy,Moderate,Low,Fine Imposed
Milk,BrandE,Dairy,Coloring agents,Sensory Evaluation,Moderate,Low,Warning Issued
Milk,BrandD,Dairy,Chalk,Sensory Evaluation,Minor,Low,Fine Imposed
Honey,BrandB,Condiments,Artificial sweeteners,Sensory Evaluation,Minor,Low,Warning Issued
Butter,BrandE,Dairy,Coloring agents,Sensory Evaluation,Severe,Low,Investigation Launched
Cheese,BrandB,Dairy,Chalk,Microbiological Analysis,Minor,Medium,Fine Imposed
Cheese,BrandE,Dairy,Coloring agents,Spectroscopy,Moderate,Medium,Fine Imposed
Wine,BrandD,Beverages,Coloring agents,Chemical Analysis,Severe,High,Warning Issued
Cheese,BrandE,Dairy,Water,Chemical Analysis,Minor,High,Investigation Launched
Butter,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,High,Warning Issued
Juice,BrandE,Beverages,Coloring agents,Spectroscopy,Minor,High,Warning Issued
Juice,BrandA,Beverages,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Fine Imposed
Juice,BrandE,Beverages,Chalk,Microbiological Analysis,Severe,Medium,Product Recall
Wine,BrandE,Beverages,Melamine,Chemical Analysis,Severe,Medium,Investigation Launched
Butter,BrandC,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Warning Issued
Juice,BrandC,Beverages,Chalk,Sensory Evaluation,Minor,High,Warning Issued
Beef,BrandA,Meat,Chalk,Chemical Analysis,Severe,Low,Product Recall
Yogurt,BrandC,Dairy,Coloring agents,Microbiological Analysis,Minor,High,Fine Imposed
Milk,BrandE,Dairy,Melamine,Sensory Evaluation,Severe,Low,Warning Issued
Bread,BrandE,Dairy,Coloring agents,Chemical Analysis,Severe,Low,Fine Imposed
Bread,BrandE,Dairy,Artificial sweeteners,Chemical Analysis,Moderate,High,Investigation Launched
Milk,BrandA,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,High,Investigation Launched
Juice,BrandB,Beverages,Melamine,Spectroscopy,Minor,Medium,Fine Imposed
Yogurt,BrandB,Dairy,Chalk,Chemical Analysis,Minor,High,Investigation Launched
Yogurt,BrandD,Dairy,Coloring agents,Chemical Analysis,Moderate,Medium,Product Recall
Juice,BrandC,Beverages,Water,Sensory Evaluation,Moderate,Medium,Investigation Launched
Chicken,BrandB,Meat,Melamine,Chemical Analysis,Moderate,Low,Warning Issued
Cheese,BrandC,Dairy,Coloring agents,Chemical Analysis,Minor,Low,Warning Issued
Milk,BrandD,Dairy,Chalk,Sensory Evaluation,Minor,Medium,Fine Imposed
Cheese,BrandD,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Product Recall
Cheese,BrandD,Dairy,Water,Spectroscopy,Moderate,Low,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Spectroscopy,Moderate,Medium,Warning Issued
Butter,BrandE,Dairy,Melamine,Spectroscopy,Severe,High,Investigation Launched
Honey,BrandE,Condiments,Artificial sweeteners,Spectroscopy,Minor,High,Fine Imposed
Yogurt,BrandC,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Medium,Fine Imposed
Bread,BrandA,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Warning Issued
Yogurt,BrandD,Dairy,Water,Spectroscopy,Severe,High,Investigation Launched
Butter,BrandD,Dairy,Water,Chemical Analysis,Severe,Medium,Warning Issued
Butter,BrandA,Dairy,Water,Microbiological Analysis,Minor,High,Warning Issued
Beef,BrandB,Meat,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Investigation Launched
Juice,BrandC,Beverages,Water,Microbiological Analysis,Minor,Low,Fine Imposed
Milk,BrandB,Dairy,Chalk,Microbiological Analysis,Severe,Low,Investigation Launched
Beef,BrandC,Meat,Artificial sweeteners,Microbiological Analysis,Severe,High,Warning Issued
Juice,BrandB,Beverages,Artificial sweeteners,Chemical Analysis,Severe,High,Investigation Launched
Juice,BrandE,Beverages,Water,Spectroscopy,Severe,Low,Product Recall
