product_name,brand,category,adulterant,detection_method,severity,health_risk,action_taken
Cheese,BrandC,Dairy,Water,Sensory Evaluation,Moderate,High,Warning Issued
Yogurt,BrandC,Dairy,Coloring agents,Spectroscopy,Moderate,High,Warning Issued
Beef,BrandA,Meat,Melamine,Spectroscopy,Severe,High,Investigation Launched
Juice,BrandB,Beverages,Coloring agents,Sensory Evaluation,Severe,High,Product Recall
Chicken,BrandE,Meat,Melamine,Chemical Analysis,Severe,Low,Product Recall
Chicken,BrandE,Meat,Water,Chemical Analysis,Moderate,Low,Fine Imposed
Butter,BrandD,Dairy,Chalk,Spectroscopy,Moderate,Medium,Product Recall
Bread,BrandE,Dairy,Melamine,Spectroscopy,Minor,Medium,Warning Issued
Wine,BrandD,Beverages,Coloring agents,Spectroscopy,Moderate,Low,Warning Issued
Butter,BrandC,Dairy,Coloring agents,Sensory Evaluation,Minor,High,Investigation Launched
Beef,BrandA,Meat,Coloring agents,Spectroscopy,Minor,Low,Fine Imposed
Wine,BrandD,Beverages,Artificial sweeteners,Microbiological Analysis,Moderate,High,Investigation Launched
Juice,BrandD,Beverages,Melamine,Spectroscopy,Minor,High,Fine Imposed
Bread,BrandE,Dairy,Melamine,Sensory Evaluation,Minor,Medium,Product Recall
Honey,BrandA,Condiments,Water,Chemical Analysis,Minor,Low,Warning Issued
Wine,BrandA,Beverages,Water,Chemical Analysis,Minor,Medium,Fine Imposed
Wine,BrandA,Beverages,Coloring agents,Spectroscopy,Moderate,Low,Investigation Launched
Juice,BrandC,Beverages,Coloring agents,Sensory Evaluation,Severe,Low,Fine Imposed
Yogurt,BrandC,Dairy,Coloring agents,Spectroscopy,Moderate,High,Fine Imposed
Bread,BrandE,Dairy,Melamine,Spectroscopy,Minor,High,Investigation Launched
Chicken,BrandD,Meat,Melamine,Microbiological Analysis,Moderate,High,Investigation Launched
Milk,BrandC,Dairy,Coloring agents,Spectroscopy,Severe,Low,Fine Imposed
Yogurt,BrandB,Dairy,Chalk,Sensory Evaluation,Minor,High,Investigation Launched
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Minor,Medium,Product Recall
Honey,BrandC,Condiments,Melamine,Microbiological Analysis,Minor,Medium,Fine Imposed
Wine,BrandD,Beverages,Water,Chemical Analysis,Minor,Medium,Fine Imposed
Yogurt,BrandA,Dairy,Coloring agents,Spectroscopy,Severe,High,Investigation Launched
Beef,BrandE,Meat,Chalk,Spectroscopy,Moderate,Low,Fine Imposed
Wine,BrandA,Beverages,Melamine,Microbiological Analysis,Minor,Low,Warning Issued
Bread,BrandC,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Warning Issued
Honey,BrandB,Condiments,Artificial sweeteners,Chemical Analysis,Minor,Medium,Product Recall
Wine,BrandC,Beverages,Coloring agents,Spectroscopy,Moderate,High,Product Recall
Wine,BrandD,Beverages,Artificial sweeteners,Spectroscopy,Severe,Low,Product Recall
Chicken,BrandA,Meat,Water,Sensory Evaluation,Severe,Medium,Investigation Launched
Chicken,BrandE,Meat,Chalk,Spectroscopy,Severe,Low,Investigation Launched
Chicken,BrandA,Meat,Chalk,Spectroscopy,Moderate,Low,Fine Imposed
Beef,BrandE,Meat,Water,Spectroscopy,Moderate,High,Product Recall
Juice,BrandA,Beverages,Water,Sensory Evaluation,Minor,Medium,Warning Issued
Chicken,BrandD,Meat,Melamine,Microbiological Analysis,Minor,Low,Product Recall
Juice,BrandA,Beverages,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Fine Imposed
Wine,BrandA,Beverages,Water,Sensory Evaluation,Minor,High,Investigation Launched
Beef,BrandA,Meat,Water,Sensory Evaluation,Minor,Low,Product Recall
Bread,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Low,Fine Imposed
Juice,BrandE,Beverages,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Investigation Launched
Yogurt,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Warning Issued
Yogurt,BrandC,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Product Recall
Milk,BrandD,Dairy,Chalk,Microbiological Analysis,Minor,Medium,Investigation Launched
Butter,BrandC,Dairy,Melamine,Chemical Analysis,Moderate,Medium,Fine Imposed
Chicken,BrandD,Meat,Melamine,Sensory Evaluation,Minor,Medium,Warning Issued
Cheese,BrandA,Dairy,Chalk,Spectroscopy,Severe,Low,Fine Imposed
Juice,BrandD,Beverages,Melamine,Microbiological Analysis,Moderate,High,Product Recall
Wine,BrandB,Beverages,Artificial sweeteners,Sensory Evaluation,Minor,High,Fine Imposed
Juice,BrandE,Beverages,Coloring agents,Sensory Evaluation,Severe,Low,Product Recall
Beef,BrandB,Meat,Melamine,Microbiological Analysis,Severe,Low,Product Recall
Chicken,BrandC,Meat,Artificial sweeteners,Spectroscopy,Minor,High,Investigation Launched
Juice,BrandE,Beverages,Melamine,Microbiological Analysis,Minor,High,Product Recall
Cheese,BrandE,Dairy,Melamine,Chemical Analysis,Moderate,Low,Fine Imposed
Milk,BrandA,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Investigation Launched
Bread,BrandC,Dairy,Water,Sensory Evaluation,Minor,Medium,Product Recall
Milk,BrandA,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Investigation Launched
Milk,BrandA,Dairy,Melamine,Spectroscopy,Severe,Medium,Fine Imposed
Wine,BrandC,Beverages,Water,Microbiological Analysis,Moderate,Low,Product Recall
Wine,BrandB,Beverages,Water,Microbiological Analysis,Minor,Medium,Fine Imposed
Yogurt,BrandB,Dairy,Melamine,Spectroscopy,Minor,High,Fine Imposed
Beef,BrandD,Meat,Melamine,Spectroscopy,Severe,Low,Fine Imposed
Bread,BrandC,Dairy,Melamine,Sensory Evaluation,Moderate,Medium,Fine Imposed
Bread,BrandD,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Low,Warning Issued
Cheese,BrandB,Dairy,Water,Microbiological Analysis,Severe,Low,Investigation Launched
Juice,BrandC,Beverages,Artificial sweeteners,Spectroscopy,Severe,High,Product Recall
Milk,BrandD,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,Low,Warning Issued
Beef,BrandA,Meat,Melamine,Microbiological Analysis,Severe,Medium,Fine Imposed
Milk,BrandC,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Product Recall
Butter,BrandE,Dairy,Melamine,Microbiological Analysis,Minor,Low,Product Recall
Chicken,BrandD,Meat,Water,Chemical Analysis,Minor,Low,Product Recall
Cheese,BrandC,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,Medium,Product Recall
Beef,BrandC,Meat,Coloring agents,Sensory Evaluation,Moderate,High,Investigation Launched
Yogurt,BrandD,Dairy,Melamine,Sensory Evaluation,Severe,Medium,Warning Issued
Beef,BrandE,Meat,Artificial sweeteners,Chemical Analysis,Moderate,Low,Warning Issued
Milk,BrandD,Dairy,Water,Sensory Evaluation,Moderate,Medium,Fine Imposed
Bread,BrandB,Dairy,Melamine,Sensory Evaluation,Minor,Low,Fine Imposed
Bread,BrandC,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,High,Product Recall
Bread,BrandB,Dairy,Water,Sensory Evaluation,Minor,Low,Fine Imposed
Beef,BrandC,Meat,Coloring agents,Spectroscopy,Severe,Medium,Warning Issued
Milk,BrandD,Dairy,Chalk,Spectroscopy,Moderate,Medium,Product Recall
Honey,BrandB,Condiments,Chalk,Spectroscopy,Minor,Low,Warning Issued
Wine,BrandA,Beverages,Artificial sweeteners,Chemical Analysis,Moderate,Medium,Warning Issued
Yogurt,BrandC,Dairy,Chalk,Chemical Analysis,Moderate,Medium,Investigation Launched
Wine,BrandE,Beverages,Melamine,Spectroscopy,Minor,Medium,Investigation Launched
Chicken,BrandB,Meat,Chalk,Spectroscopy,Severe,Low,Warning Issued
Bread,BrandC,Dairy,Melamine,Spectroscopy,Moderate,Low,Fine Imposed
Butter,BrandC,Dairy,Melamine,Sensory Evaluation,Severe,Medium,Investigation Launched
Wine,BrandD,Beverages,Water,Sensory Evaluation,Minor,High,Investigation Launched
Juice,BrandD,Beverages,Melamine,Sensory Evaluation,Minor,Low,Investigation Launched
Beef,BrandD,Meat,Water,Spectroscopy,Moderate,High,Product Recall
Honey,BrandD,Condiments,Coloring agents,Spectroscopy,Moderate,Low,Fine Imposed
Juice,BrandC,Beverages,Water,Spectroscopy,Severe,Low,Investigation Launched
Milk,BrandC,Dairy,Chalk,Sensory Evaluation,Severe,Low,Warning Issued
Wine,BrandC,Beverages,Chalk,Spectroscopy,Severe,High,Investigation Launched
Milk,BrandB,Dairy,Water,Sensory Evaluation,Severe,Medium,Fine Imposed
Wine,BrandA,Beverages,Melamine,Spectroscopy,Minor,High,Product Recall
Bread,BrandA,Dairy,Water,Chemical Analysis,Moderate,Medium,Product Recall
Yogurt,BrandD,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Investigation Launched
Wine,BrandC,Beverages,Chalk,Chemical Analysis,Severe,High,Warning Issued
Beef,BrandE,Meat,Water,Microbiological Analysis,Moderate,Medium,Investigation Launched
Wine,BrandC,Beverages,Artificial sweeteners,Sensory Evaluation,Minor,High,Investigation Launched
Milk,BrandD,Dairy,Chalk,Microbiological Analysis,Moderate,High,Product Recall
Honey,BrandC,Condiments,Melamine,Sensory Evaluation,Minor,Low,Fine Imposed
Wine,BrandC,Beverages,Melamine,Sensory Evaluation,Minor,High,Product Recall
Yogurt,BrandC,Dairy,Melamine,Microbiological Analysis,Minor,Low,Fine Imposed
Cheese,BrandC,Dairy,Melamine,Sensory Evaluation,Moderate,High,Investigation Launched
Yogurt,BrandA,Dairy,Coloring agents,Spectroscopy,Moderate,High,Warning Issued
Juice,BrandD,Beverages,Coloring agents,Sensory Evaluation,Severe,Low,Product Recall
Bread,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Fine Imposed
Butter,BrandD,Dairy,Melamine,Chemical Analysis,Moderate,Medium,Investigation Launched
Cheese,BrandC,Dairy,Water,Microbiological Analysis,Moderate,High,Product Recall
Chicken,BrandE,Meat,Coloring agents,Sensory Evaluation,Severe,High,Investigation Launched
Milk,BrandD,Dairy,Melamine,Chemical Analysis,Severe,Low,Warning Issued
Milk,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,Low,Fine Imposed
Butter,BrandE,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Warning Issued
Milk,BrandA,Dairy,Water,Microbiological Analysis,Severe,Medium,Fine Imposed
Wine,BrandD,Beverages,Water,Spectroscopy,Minor,Low,Investigation Launched
Milk,BrandA,Dairy,Melamine,Sensory Evaluation,Severe,High,Fine Imposed
Beef,BrandB,Meat,Chalk,Sensory Evaluation,Severe,Low,Product Recall
Bread,BrandA,Dairy,Chalk,Chemical Analysis,Severe,Medium,Product Recall
Honey,BrandE,Condiments,Artificial sweeteners,Spectroscopy,Moderate,Medium,Fine Imposed
Cheese,BrandD,Dairy,Melamine,Microbiological Analysis,Moderate,High,Warning Issued
Chicken,BrandE,Meat,Melamine,Sensory Evaluation,Severe,High,Product Recall
Beef,BrandE,Meat,Melamine,Spectroscopy,Moderate,Medium,Fine Imposed
Milk,BrandC,Dairy,Water,Spectroscopy,Moderate,Low,Product Recall
Bread,BrandC,Dairy,Coloring agents,Spectroscopy,Minor,High,Investigation Launched
Honey,BrandC,Condiments,Water,Spectroscopy,Minor,Medium,Product Recall
Bread,BrandD,Dairy,Chalk,Sensory Evaluation,Severe,Medium,Product Recall
Beef,BrandE,Meat,Melamine,Sensory Evaluation,Minor,High,Warning Issued
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Severe,High,Warning Issued
Yogurt,BrandD,Dairy,Water,Chemical Analysis,Minor,Low,Product Recall
Bread,BrandE,Dairy,Chalk,Chemical Analysis,Severe,Low,Investigation Launched
Chicken,BrandE,Meat,Coloring agents,Sensory Evaluation,Moderate,High,Product Recall
Yogurt,BrandB,Dairy,Melamine,Microbiological Analysis,Minor,Low,Product Recall
Yogurt,BrandE,Dairy,Coloring agents,Spectroscopy,Minor,High,Warning Issued
Beef,BrandE,Meat,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Product Recall
Honey,BrandB,Condiments,Artificial sweeteners,Chemical Analysis,Severe,High,Warning Issued
Chicken,BrandC,Meat,Artificial sweeteners,Chemical Analysis,Severe,Low,Product Recall
Wine,BrandB,Beverages,Water,Spectroscopy,Moderate,Medium,Warning Issued
Juice,BrandC,Beverages,Chalk,Chemical Analysis,Moderate,Medium,Fine Imposed
Milk,BrandE,Dairy,Artificial sweeteners,Spectroscopy,Moderate,Low,Fine Imposed
Honey,BrandA,Condiments,Melamine,Chemical Analysis,Moderate,High,Warning Issued
Butter,BrandC,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Low,Product Recall
Cheese,BrandC,Dairy,Water,Microbiological Analysis,Minor,Low,Warning Issued
Cheese,BrandC,Dairy,Melamine,Microbiological Analysis,Minor,Low,Product Recall
Beef,BrandB,Meat,Chalk,Sensory Evaluation,Severe,Medium,Investigation Launched
Honey,BrandD,Condiments,Coloring agents,Chemical Analysis,Moderate,High,Product Recall
Cheese,BrandD,Dairy,Coloring agents,Spectroscopy,Severe,Medium,Fine Imposed
Chicken,BrandB,Meat,Chalk,Spectroscopy,Minor,High,Investigation Launched
Bread,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Product Recall
Beef,BrandD,Meat,Coloring agents,Microbiological Analysis,Moderate,High,Warning Issued
Cheese,BrandB,Dairy,Melamine,Microbiological Analysis,Severe,Medium,Warning Issued
Bread,BrandC,Dairy,Artificial sweeteners,Spectroscopy,Severe,Medium,Fine Imposed
Honey,BrandE,Condiments,Chalk,Spectroscopy,Moderate,Low,Investigation Launched
Cheese,BrandE,Dairy,Coloring agents,Microbiological Analysis,Moderate,Low,Fine Imposed
Bread,BrandE,Dairy,Coloring agents,Spectroscopy,Minor,High,Investigation Launched
Honey,BrandD,Condiments,Melamine,Chemical Analysis,Moderate,High,Product Recall
Wine,BrandA,Beverages,Coloring agents,Microbiological Analysis,Severe,Low,Warning Issued
Butter,BrandC,Dairy,Chalk,Microbiological Analysis,Severe,Medium,Product Recall
Butter,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Product Recall
Honey,BrandA,Condiments,Water,Microbiological Analysis,Moderate,Medium,Product Recall
Juice,BrandE,Beverages,Melamine,Chemical Analysis,Moderate,Low,Product Recall
Juice,BrandA,Beverages,Artificial sweeteners,Spectroscopy,Severe,High,Warning Issued
Wine,BrandE,Beverages,Water,Microbiological Analysis,Minor,Low,Product Recall
Wine,BrandE,Beverages,Artificial sweeteners,Microbiological Analysis,Severe,Low,Product Recall
Cheese,BrandC,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Warning Issued
Beef,BrandA,Meat,Melamine,Spectroscopy,Moderate,Medium,Fine Imposed
Bread,BrandC,Dairy,Water,Chemical Analysis,Minor,High,Fine Imposed
Butter,BrandC,Dairy,Water,Spectroscopy,Moderate,Low,Warning Issued
Cheese,BrandD,Dairy,Coloring agents,Spectroscopy,Minor,Low,Warning Issued
Honey,BrandE,Condiments,Artificial sweeteners,Sensory Evaluation,Minor,Low,Investigation Launched
Cheese,BrandA,Dairy,Coloring agents,Chemical Analysis,Minor,High,Warning Issued
Yogurt,BrandC,Dairy,Chalk,Chemical Analysis,Severe,Low,Fine Imposed
Yogurt,BrandD,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Low,Investigation Launched
Bread,BrandA,Dairy,Water,Sensory Evaluation,Moderate,Medium,Fine Imposed
Butter,BrandC,Dairy,Melamine,Spectroscopy,Severe,High,Investigation Launched
Bread,BrandD,Dairy,Water,Chemical Analysis,Severe,Low,Warning Issued
Bread,BrandC,Dairy,Coloring agents,Microbiological Analysis,Severe,Medium,Warning Issued
Milk,BrandC,Dairy,Coloring agents,Chemical Analysis,Moderate,High,Warning Issued
Juice,BrandD,Beverages,Artificial sweeteners,Microbiological Analysis,Severe,Low,Fine Imposed
Wine,BrandC,Beverages,Water,Sensory Evaluation,Minor,Medium,Warning Issued
Juice,BrandB,Beverages,Chalk,Sensory Evaluation,Severe,Medium,Investigation Launched
Chicken,BrandB,Meat,Water,Chemical Analysis,Severe,Low,Fine Imposed
Beef,BrandC,Meat,Chalk,Sensory Evaluation,Minor,Low,Warning Issued
Juice,BrandC,Beverages,Melamine,Spectroscopy,Severe,High,Product Recall
Beef,BrandE,Meat,Melamine,Chemical Analysis,Severe,Medium,Investigation Launched
Cheese,BrandB,Dairy,Coloring agents,Chemical Analysis,Severe,Low,Warning Issued
Honey,BrandC,Condiments,Melamine,Microbiological Analysis,Moderate,Medium,Warning Issued
Wine,BrandD,Beverages,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Fine Imposed
Wine,BrandA,Beverages,Chalk,Microbiological Analysis,Severe,Medium,Product Recall
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Moderate,Low,Fine Imposed
Wine,BrandD,Beverages,Melamine,Sensory Evaluation,Moderate,High,Investigation Launched
Yogurt,BrandD,Dairy,Water,Microbiological Analysis,Severe,Medium,Warning Issued
Juice,BrandD,Beverages,Artificial sweeteners,Spectroscopy,Severe,High,Investigation Launched
Yogurt,BrandD,Dairy,Chalk,Spectroscopy,Moderate,Low,Fine Imposed
Beef,BrandC,Meat,Water,Sensory Evaluation,Severe,Medium,Fine Imposed
Chicken,BrandA,Meat,Coloring agents,Microbiological Analysis,Minor,Low,Fine Imposed
Yogurt,BrandB,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Investigation Launched
Chicken,BrandC,Meat,Chalk,Microbiological Analysis,Minor,High,Warning Issued
Honey,BrandA,Condiments,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Product Recall
Beef,BrandB,Meat,Water,Sensory Evaluation,Minor,Low,Fine Imposed
Butter,BrandA,Dairy,Water,Chemical Analysis,Minor,High,Product Recall
Chicken,BrandE,Meat,Artificial sweeteners,Chemical Analysis,Minor,High,Product Recall
Cheese,BrandD,Dairy,Artificial sweeteners,Microbiological Analysis,Minor,High,Fine Imposed
Honey,BrandD,Condiments,Chalk,Microbiological Analysis,Minor,Low,Investigation Launched
Juice,BrandC,Beverages,Chalk,Spectroscopy,Minor,Medium,Product Recall
Yogurt,BrandE,Dairy,Coloring agents,Microbiological Analysis,Moderate,Medium,Product Recall
Cheese,BrandE,Dairy,Water,Chemical Analysis,Severe,High,Product Recall
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Severe,Low,Product Recall
Milk,BrandC,Dairy,Chalk,Spectroscopy,Minor,Low,Investigation Launched
Milk,BrandE,Dairy,Water,Sensory Evaluation,Minor,Low,Fine Imposed
Beef,BrandC,Meat,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Fine Imposed
Cheese,BrandB,Dairy,Coloring agents,Microbiological Analysis,Severe,Medium,Warning Issued
Bread,BrandB,Dairy,Coloring agents,Chemical Analysis,Severe,Low,Fine Imposed
Juice,BrandE,Beverages,Artificial sweeteners,Chemical Analysis,Moderate,High,Investigation Launched
Bread,BrandA,Dairy,Melamine,Sensory Evaluation,Minor,Low,Product Recall
Chicken,BrandB,Meat,Coloring agents,Microbiological Analysis,Moderate,Low,Investigation Launched
Juice,BrandB,Beverages,Melamine,Spectroscopy,Moderate,Low,Warning Issued
Milk,BrandE,Dairy,Water,Chemical Analysis,Severe,High,Fine Imposed
Butter,BrandC,Dairy,Water,Spectroscopy,Moderate,High,Warning Issued
Bread,BrandA,Dairy,Chalk,Sensory Evaluation,Severe,High,Warning Issued
Beef,BrandB,Meat,Water,Sensory Evaluation,Moderate,Medium,Investigation Launched
Chicken,BrandC,Meat,Coloring agents,Spectroscopy,Moderate,Low,Investigation Launched
Yogurt,BrandE,Dairy,Coloring agents,Sensory Evaluation,Moderate,High,Warning Issued
Bread,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,Medium,Warning Issued
Milk,BrandB,Dairy,Water,Spectroscopy,Severe,Low,Fine Imposed
Chicken,BrandC,Meat,Coloring agents,Sensory Evaluation,Minor,Medium,Fine Imposed
Beef,BrandC,Meat,Water,Sensory Evaluation,Severe,Medium,Investigation Launched
Juice,BrandA,Beverages,Chalk,Microbiological Analysis,Moderate,Medium,Investigation Launched
Honey,BrandE,Condiments,Chalk,Chemical Analysis,Severe,High,Investigation Launched
Chicken,BrandA,Meat,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Fine Imposed
Yogurt,BrandC,Dairy,Chalk,Microbiological Analysis,Severe,Low,Investigation Launched
Chicken,BrandA,Meat,Artificial sweeteners,Sensory Evaluation,Moderate,High,Investigation Launched
Cheese,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Moderate,High,Investigation Launched
Yogurt,BrandE,Dairy,Coloring agents,Chemical Analysis,Severe,Low,Fine Imposed
Juice,BrandC,Beverages,Coloring agents,Chemical Analysis,Severe,High,Investigation Launched
Wine,BrandE,Beverages,Water,Microbiological Analysis,Moderate,High,Product Recall
Butter,BrandD,Dairy,Melamine,Chemical Analysis,Minor,Low,Warning Issued
Milk,BrandA,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Low,Warning Issued
Juice,BrandA,Beverages,Water,Chemical Analysis,Minor,Medium,Fine Imposed
Butter,BrandA,Dairy,Artificial sweeteners,Spectroscopy,Minor,Low,Fine Imposed
Juice,BrandD,Beverages,Artificial sweeteners,Microbiological Analysis,Minor,Low,Investigation Launched
Butter,BrandC,Dairy,Chalk,Sensory Evaluation,Moderate,Low,Product Recall
Cheese,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Investigation Launched
Chicken,BrandB,Meat,Coloring agents,Sensory Evaluation,Minor,Medium,Warning Issued
Bread,BrandB,Dairy,Melamine,Sensory Evaluation,Minor,Low,Warning Issued
Juice,BrandC,Beverages,Chalk,Microbiological Analysis,Moderate,High,Investigation Launched
