product_name,brand,category,adulterant,detection_method,severity,health_risk,action_taken
Cheese,BrandA,Dairy,Coloring agents,Chemical Analysis,Moderate,Medium,Product Recall
Wine,BrandD,Beverages,Artificial sweeteners,Sensory Evaluation,Minor,Low,Investigation Launched
Honey,BrandB,Condiments,Melamine,Chemical Analysis,Moderate,Low,Fine Imposed
Beef,BrandD,Meat,Coloring agents,Spectroscopy,Minor,Medium,Investigation Launched
Chicken,BrandE,Meat,Water,Spectroscopy,Severe,High,Product Recall
Wine,BrandB,Beverages,Coloring agents,Spectroscopy,Moderate,High,Fine Imposed
Honey,BrandA,Condiments,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Product Recall
Cheese,BrandA,Dairy,Water,Chemical Analysis,Severe,Medium,Investigation Launched
Bread,BrandE,Dairy,Artificial sweeteners,Spectroscopy,Severe,High,Fine Imposed
Butter,BrandC,Dairy,Water,Sensory Evaluation,Severe,Medium,Fine Imposed
Butter,BrandC,Dairy,Water,Spectroscopy,Severe,Medium,Investigation Launched
Beef,BrandB,Meat,Artificial sweeteners,Chemical Analysis,Moderate,Low,Fine Imposed
Chicken,BrandA,Meat,Melamine,Sensory Evaluation,Minor,Low,Product Recall
Bread,BrandC,Dairy,Coloring agents,Sensory Evaluation,Moderate,Low,Fine Imposed
Honey,BrandC,Condiments,Coloring agents,Sensory Evaluation,Minor,Medium,Product Recall
Juice,BrandC,Beverages,Artificial sweeteners,Spectroscopy,Minor,Medium,Product Recall
Beef,BrandD,Meat,Coloring agents,Microbiological Analysis,Moderate,Low,Fine Imposed
Juice,BrandE,Beverages,Chalk,Spectroscopy,Severe,High,Product Recall
Milk,BrandC,Dairy,Water,Microbiological Analysis,Minor,Medium,Product Recall
Yogurt,BrandE,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Fine Imposed
Honey,BrandA,Condiments,Artificial sweeteners,Sensory Evaluation,Minor,Low,Product Recall
Chicken,BrandE,Meat,Water,Chemical Analysis,Moderate,High,Investigation Launched
Wine,BrandD,Beverages,Melamine,Chemical Analysis,Moderate,High,Product Recall
Bread,BrandD,Dairy,Melamine,Sensory Evaluation,Minor,Medium,Warning Issued
Milk,BrandB,Dairy,Melamine,Spectroscopy,Severe,High,Warning Issued
Wine,BrandB,Beverages,Coloring agents,Sensory Evaluation,Minor,Medium,Warning Issued
Cheese,BrandD,Dairy,Melamine,Spectroscopy,Severe,High,Investigation Launched
Butter,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Minor,Low,Fine Imposed
Butter,BrandA,Dairy,Coloring agents,Chemical Analysis,Minor,Low,Investigation Launched
Juice,BrandC,Beverages,Melamine,Spectroscopy,Minor,High,Investigation Launched
Cheese,BrandD,Dairy,Coloring agents,Microbiological Analysis,Minor,High,Fine Imposed
Honey,BrandE,Condiments,Water,Sensory Evaluation,Severe,High,Fine Imposed
Yogurt,BrandA,Dairy,Chalk,Chemical Analysis,Moderate,High,Fine Imposed
Yogurt,BrandC,Dairy,Chalk,Spectroscopy,Severe,Low,Fine Imposed
Chicken,BrandB,Meat,Coloring agents,Chemical Analysis,Minor,Low,Investigation Launched
Juice,BrandD,Beverages,Chalk,Sensory Evaluation,Minor,High,Investigation Launched
Cheese,BrandD,Dairy,Water,Sensory Evaluation,Severe,Medium,Fine Imposed
Butter,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,Low,Investigation Launched
Chicken,BrandE,Meat,Melamine,Microbiological Analysis,Severe,Medium,Product Recall
Butter,BrandA,Dairy,Coloring agents,Sensory Evaluation,Minor,Medium,Investigation Launched
Yogurt,BrandA,Dairy,Artificial sweeteners,Spectroscopy,Moderate,Medium,Warning Issued
Juice,BrandA,Beverages,Coloring agents,Chemical Analysis,Minor,High,Warning Issued
Cheese,BrandA,Dairy,Water,Sensory Evaluation,Minor,High,Product Recall
Bread,BrandA,Dairy,Melamine,Chemical Analysis,Minor,High,Investigation Launched
Milk,BrandE,Dairy,Chalk,Chemical Analysis,Minor,High,Fine Imposed
Milk,BrandC,Dairy,Melamine,Chemical Analysis,Moderate,Medium,Product Recall
Bread,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Severe,High,Warning Issued
Yogurt,BrandD,Dairy,Melamine,Chemical Analysis,Severe,Medium,Fine Imposed
Chicken,BrandC,Meat,Artificial sweeteners,Sensory Evaluation,Moderate,Low,Investigation Launched
Wine,BrandD,Beverages,Melamine,Spectroscopy,Severe,Medium,Investigation Launched
Honey,BrandA,Condiments,Water,Chemical Analysis,Moderate,Medium,Product Recall
Cheese,BrandA,Dairy,Chalk,Spectroscopy,Moderate,Medium,Product Recall
Butter,BrandA,Dairy,Chalk,Microbiological Analysis,Moderate,High,Warning Issued
Wine,BrandA,Beverages,Water,Microbiological Analysis,Minor,Medium,Product Recall
Honey,BrandA,Condiments,Water,Sensory Evaluation,Moderate,Low,Warning Issued
Milk,BrandD,Dairy,Water,Chemical Analysis,Moderate,Medium,Investigation Launched
Chicken,BrandB,Meat,Coloring agents,Sensory Evaluation,Severe,Medium,Fine Imposed
Chicken,BrandA,Meat,Melamine,Sensory Evaluation,Minor,Medium,Warning Issued
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Severe,High,Investigation Launched
Chicken,BrandB,Meat,Chalk,Microbiological Analysis,Severe,Low,Fine Imposed
Honey,BrandE,Condiments,Melamine,Spectroscopy,Severe,High,Warning Issued
Juice,BrandD,Beverages,Coloring agents,Sensory Evaluation,Moderate,Low,Warning Issued
Juice,BrandE,Beverages,Artificial sweeteners,Sensory Evaluation,Minor,Low,Warning Issued
Milk,BrandC,Dairy,Coloring agents,Chemical Analysis,Severe,Low,Warning Issued
Wine,BrandA,Beverages,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Warning Issued
Chicken,BrandA,Meat,Chalk,Chemical Analysis,Minor,High,Product Recall
Bread,BrandB,Dairy,Melamine,Microbiological Analysis,Minor,Low,Warning Issued
Chicken,BrandE,Meat,Coloring agents,Chemical Analysis,Severe,High,Investigation Launched
Chicken,BrandD,Meat,Water,Microbiological Analysis,Moderate,Medium,Investigation Launched
Beef,BrandA,Meat,Artificial sweeteners,Chemical Analysis,Severe,Medium,Product Recall
Wine,BrandD,Beverages,Coloring agents,Microbiological Analysis,Severe,Low,Product Recall
Yogurt,BrandC,Dairy,Coloring agents,Microbiological Analysis,Minor,Medium,Product Recall
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Moderate,Medium,Product Recall
Wine,BrandC,Beverages,Coloring agents,Sensory Evaluation,Minor,High,Fine Imposed
Honey,BrandD,Condiments,Melamine,Microbiological Analysis,Minor,Medium,Fine Imposed
Wine,BrandE,Beverages,Coloring agents,Sensory Evaluation,Minor,Medium,Product Recall
Juice,BrandA,Beverages,Chalk,Chemical Analysis,Minor,High,Product Recall
Beef,BrandC,Meat,Artificial sweeteners,Microbiological Analysis,Severe,High,Fine Imposed
Butter,BrandA,Dairy,Coloring agents,Sensory Evaluation,Severe,High,Warning Issued
Juice,BrandA,Beverages,Melamine,Microbiological Analysis,Minor,Medium,Product Recall
Yogurt,BrandD,Dairy,Coloring agents,Spectroscopy,Severe,Medium,Investigation Launched
Chicken,BrandD,Meat,Chalk,Sensory Evaluation,Minor,High,Product Recall
Cheese,BrandD,Dairy,Chalk,Microbiological Analysis,Moderate,Medium,Investigation Launched
Juice,BrandC,Beverages,Melamine,Spectroscopy,Moderate,High,Fine Imposed
Chicken,BrandB,Meat,Water,Sensory Evaluation,Severe,Low,Product Recall
Bread,BrandC,Dairy,Chalk,Sensory Evaluation,Severe,High,Investigation Launched
Beef,BrandE,Meat,Artificial sweeteners,Spectroscopy,Severe,High,Investigation Launched
Yogurt,BrandC,Dairy,Artificial sweeteners,Spectroscopy,Severe,Medium,Fine Imposed
Bread,BrandA,Dairy,Artificial sweeteners,Sensory Evaluation,Severe,High,Product Recall
Chicken,BrandE,Meat,Melamine,Chemical Analysis,Minor,High,Warning Issued
Yogurt,BrandA,Dairy,Coloring agents,Chemical Analysis,Severe,High,Fine Imposed
Bread,BrandA,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Product Recall
Chicken,BrandA,Meat,Chalk,Spectroscopy,Severe,Medium,Fine Imposed
Wine,BrandE,Beverages,Water,Spectroscopy,Minor,Low,Product Recall
Milk,BrandD,Dairy,Chalk,Microbiological Analysis,Severe,High,Fine Imposed
Yogurt,BrandD,Dairy,Artificial sweeteners,Chemical Analysis,Moderate,High,Product Recall
Beef,BrandA,Meat,Coloring agents,Spectroscopy,Severe,High,Fine Imposed
Bread,BrandA,Dairy,Water,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandC,Meat,Artificial sweeteners,Sensory Evaluation,Severe,High,Warning Issued
Cheese,BrandB,Dairy,Coloring agents,Spectroscopy,Moderate,Medium,Product Recall
Butter,BrandB,Dairy,Artificial sweeteners,Chemical Analysis,Severe,Medium,Fine Imposed
Bread,BrandA,Dairy,Artificial sweeteners,Chemical Analysis,Minor,Low,Warning Issued
Wine,BrandB,Beverages,Chalk,Sensory Evaluation,Severe,Low,Investigation Launched
Butter,BrandD,Dairy,Chalk,Chemical Analysis,Minor,Low,Product Recall
Juice,BrandD,Beverages,Artificial sweeteners,Spectroscopy,Moderate,High,Fine Imposed
Beef,BrandE,Meat,Artificial sweeteners,Spectroscopy,Moderate,Low,Investigation Launched
Wine,BrandE,Beverages,Melamine,Spectroscopy,Severe,Medium,Warning Issued
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Minor,Low,Product Recall
Bread,BrandC,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,High,Investigation Launched
Beef,BrandD,Meat,Coloring agents,Spectroscopy,Minor,Low,Fine Imposed
Honey,BrandA,Condiments,Chalk,Microbiological Analysis,Moderate,High,Product Recall
Bread,BrandA,Dairy,Chalk,Microbiological Analysis,Severe,Medium,Product Recall
Butter,BrandD,Dairy,Water,Sensory Evaluation,Minor,Low,Fine Imposed
Wine,BrandB,Beverages,Artificial sweeteners,Spectroscopy,Minor,High,Investigation Launched
Honey,BrandD,Condiments,Water,Chemical Analysis,Minor,Low,Fine Imposed
Butter,BrandD,Dairy,Water,Microbiological Analysis,Moderate,Low,Product Recall
Milk,BrandE,Dairy,Chalk,Chemical Analysis,Severe,Low,Fine Imposed
Chicken,BrandE,Meat,Chalk,Chemical Analysis,Severe,Low,Product Recall
Milk,BrandE,Dairy,Chalk,Spectroscopy,Moderate,Low,Investigation Launched
Wine,BrandB,Beverages,Artificial sweeteners,Microbiological Analysis,Minor,High,Warning Issued
Beef,BrandE,Meat,Water,Sensory Evaluation,Moderate,Low,Investigation Launched
Chicken,BrandC,Meat,Chalk,Spectroscopy,Severe,Medium,Product Recall
Milk,BrandC,Dairy,Water,Sensory Evaluation,Minor,High,Investigation Launched
Chicken,BrandA,Meat,Coloring agents,Chemical Analysis,Severe,High,Investigation Launched
Butter,BrandD,Dairy,Water,Sensory Evaluation,Severe,High,Warning Issued
Yogurt,BrandC,Dairy,Coloring agents,Spectroscopy,Severe,Medium,Product Recall
Wine,BrandC,Beverages,Chalk,Microbiological Analysis,Minor,Medium,Investigation Launched
Juice,BrandC,Beverages,Chalk,Sensory Evaluation,Minor,Low,Fine Imposed
Yogurt,BrandB,Dairy,Coloring agents,Spectroscopy,Severe,Medium,Investigation Launched
Milk,BrandA,Dairy,Water,Chemical Analysis,Moderate,Low,Fine Imposed
Butter,BrandA,Dairy,Water,Microbiological Analysis,Minor,High,Product Recall
Wine,BrandC,Beverages,Melamine,Microbiological Analysis,Minor,High,Investigation Launched
Butter,BrandA,Dairy,Chalk,Spectroscopy,Minor,Medium,Product Recall
Milk,BrandD,Dairy,Water,Spectroscopy,Moderate,Medium,Product Recall
Juice,BrandA,Beverages,Water,Sensory Evaluation,Minor,High,Fine Imposed
Milk,BrandB,Dairy,Water,Chemical Analysis,Moderate,Low,Warning Issued
Wine,BrandD,Beverages,Coloring agents,Microbiological Analysis,Moderate,Medium,Investigation Launched
Honey,BrandC,Condiments,Water,Sensory Evaluation,Moderate,High,Investigation Launched
Chicken,BrandB,Meat,Artificial sweeteners,Microbiological Analysis,Moderate,Medium,Investigation Launched
Chicken,BrandC,Meat,Coloring agents,Spectroscopy,Moderate,High,Product Recall
Butter,BrandB,Dairy,Coloring agents,Microbiological Analysis,Moderate,Low,Product Recall
Wine,BrandB,Beverages,Water,Sensory Evaluation,Moderate,Low,Fine Imposed
Wine,BrandA,Beverages,Coloring agents,Chemical Analysis,Minor,Low,Warning Issued
Milk,BrandE,Dairy,Coloring agents,Spectroscopy,Minor,Low,Investigation Launched
Chicken,BrandD,Meat,Artificial sweeteners,Sensory Evaluation,Minor,Medium,Investigation Launched
Bread,BrandA,Dairy,Water,Microbiological Analysis,Moderate,Low,Product Recall
Juice,BrandE,Beverages,Melamine,Microbiological Analysis,Moderate,Low,Investigation Launched
Wine,BrandC,Beverages,Coloring agents,Microbiological Analysis,Severe,High,Warning Issued
Chicken,BrandB,Meat,Chalk,Sensory Evaluation,Minor,Medium,Product Recall
Wine,BrandC,Beverages,Melamine,Spectroscopy,Moderate,High,Investigation Launched
Bread,BrandA,Dairy,Water,Chemical Analysis,Minor,High,Product Recall
Wine,BrandD,Beverages,Chalk,Microbiological Analysis,Moderate,Medium,Product Recall
Juice,BrandD,Beverages,Water,Microbiological Analysis,Severe,Medium,Warning Issued
Juice,BrandD,Beverages,Coloring agents,Spectroscopy,Moderate,Medium,Fine Imposed
Chicken,BrandA,Meat,Melamine,Sensory Evaluation,Minor,High,Warning Issued
Milk,BrandA,Dairy,Chalk,Microbiological Analysis,Moderate,Low,Investigation Launched
Milk,BrandA,Dairy,Melamine,Microbiological Analysis,Severe,Medium,Fine Imposed
Wine,BrandE,Beverages,Artificial sweeteners,Chemical Analysis,Severe,Low,Fine Imposed
Milk,BrandA,Dairy,Water,Sensory Evaluation,Moderate,Low,Product Recall
Beef,BrandD,Meat,Water,Microbiological Analysis,Severe,High,Product Recall
Bread,BrandE,Dairy,Coloring agents,Spectroscopy,Moderate,Low,Investigation Launched
Cheese,BrandC,Dairy,Melamine,Sensory Evaluation,Moderate,High,Fine Imposed
Milk,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,Low,Investigation Launched
Cheese,BrandD,Dairy,Melamine,Microbiological Analysis,Minor,Medium,Product Recall
Honey,BrandD,Condiments,Artificial sweeteners,Chemical Analysis,Severe,Low,Product Recall
Beef,BrandB,Meat,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Investigation Launched
Honey,BrandA,Condiments,Artificial sweeteners,Spectroscopy,Severe,High,Warning Issued
Chicken,BrandE,Meat,Melamine,Spectroscopy,Minor,Medium,Warning Issued
Yogurt,BrandB,Dairy,Water,Chemical Analysis,Minor,High,Warning Issued
Honey,BrandA,Condiments,Melamine,Spectroscopy,Moderate,Medium,Product Recall
Beef,BrandB,Meat,Chalk,Chemical Analysis,Moderate,Medium,Warning Issued
Chicken,BrandB,Meat,Chalk,Chemical Analysis,Moderate,High,Product Recall
Beef,BrandE,Meat,Chalk,Spectroscopy,Moderate,High,Investigation Launched
Honey,BrandC,Condiments,Artificial sweeteners,Sensory Evaluation,Severe,Medium,Product Recall
Chicken,BrandD,Meat,Water,Chemical Analysis,Minor,Low,Warning Issued
Cheese,BrandC,Dairy,Chalk,Sensory Evaluation,Minor,High,Product Recall
Honey,BrandE,Condiments,Chalk,Chemical Analysis,Severe,Medium,Investigation Launched
Beef,BrandC,Meat,Water,Sensory Evaluation,Moderate,Low,Investigation Launched
Yogurt,BrandE,Dairy,Water,Microbiological Analysis,Minor,High,Product Recall
Yogurt,BrandC,Dairy,Water,Microbiological Analysis,Moderate,Low,Investigation Launched
Milk,BrandE,Dairy,Coloring agents,Spectroscopy,Moderate,Medium,Warning Issued
Chicken,BrandD,Meat,Water,Sensory Evaluation,Moderate,High,Fine Imposed
Yogurt,BrandD,Dairy,Water,Chemical Analysis,Moderate,Low,Product Recall
Chicken,BrandA,Meat,Coloring agents,Chemical Analysis,Moderate,Low,Product Recall
Yogurt,BrandA,Dairy,Chalk,Chemical Analysis,Moderate,Medium,Fine Imposed
Yogurt,BrandD,Dairy,Artificial sweeteners,Chemical Analysis,Minor,Medium,Fine Imposed
Juice,BrandA,Beverages,Chalk,Sensory Evaluation,Minor,Low,Investigation Launched
Wine,BrandC,Beverages,Coloring agents,Sensory Evaluation,Severe,Low,Investigation Launched
Juice,BrandC,Beverages,Water,Microbiological Analysis,Severe,High,Product Recall
Chicken,BrandC,Meat,Water,Microbiological Analysis,Minor,Medium,Warning Issued
Milk,BrandD,Dairy,Coloring agents,Microbiological Analysis,Moderate,High,Investigation Launched
Cheese,BrandB,Dairy,Melamine,Chemical Analysis,Moderate,Low,Warning Issued
Chicken,BrandD,Meat,Coloring agents,Chemical Analysis,Moderate,Low,Product Recall
Honey,BrandE,Condiments,Water,Microbiological Analysis,Minor,High,Product Recall
Beef,BrandA,Meat,Melamine,Microbiological Analysis,Minor,Medium,Fine Imposed
Bread,BrandD,Dairy,Water,Chemical Analysis,Minor,Low,Fine Imposed
Milk,BrandB,Dairy,Chalk,Chemical Analysis,Moderate,High,Fine Imposed
Cheese,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,High,Product Recall
Cheese,BrandE,Dairy,Coloring agents,Spectroscopy,Minor,High,Warning Issued
Bread,BrandC,Dairy,Artificial sweeteners,Microbiological Analysis,Minor,Low,Warning Issued
Wine,BrandC,Beverages,Melamine,Chemical Analysis,Moderate,Medium,Warning Issued
Honey,BrandC,Condiments,Artificial sweeteners,Spectroscopy,Minor,Medium,Investigation Launched
Milk,BrandE,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,Low,Warning Issued
Cheese,BrandD,Dairy,Water,Sensory Evaluation,Severe,High,Product Recall
Cheese,BrandA,Dairy,Chalk,Spectroscopy,Moderate,Medium,Product Recall
Chicken,BrandD,Meat,Water,Sensory Evaluation,Moderate,Medium,Warning Issued
Butter,BrandC,Dairy,Water,Spectroscopy,Moderate,High,Product Recall
Beef,BrandE,Meat,Artificial sweeteners,Sensory Evaluation,Severe,High,Warning Issued
Honey,BrandE,Condiments,Chalk,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandB,Meat,Melamine,Spectroscopy,Severe,Low,Fine Imposed
Juice,BrandA,Beverages,Artificial sweeteners,Chemical Analysis,Severe,Medium,Fine Imposed
Beef,BrandA,Meat,Water,Microbiological Analysis,Moderate,High,Warning Issued
Bread,BrandA,Dairy,Water,Spectroscopy,Minor,Medium,Product Recall
Wine,BrandE,Beverages,Chalk,Microbiological Analysis,Severe,High,Warning Issued
Chicken,BrandD,Meat,Chalk,Chemical Analysis,Moderate,Medium,Fine Imposed
Yogurt,BrandB,Dairy,Chalk,Spectroscopy,Severe,Low,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Sensory Evaluation,Minor,High,Warning Issued
Chicken,BrandB,Meat,Melamine,Chemical Analysis,Minor,High,Fine Imposed
Bread,BrandD,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Fine Imposed
Milk,BrandB,Dairy,Chalk,Chemical Analysis,Minor,High,Product Recall
Juice,BrandA,Beverages,Coloring agents,Microbiological Analysis,Moderate,Low,Fine Imposed
Wine,BrandC,Beverages,Artificial sweeteners,Chemical Analysis,Moderate,Medium,Investigation Launched
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Severe,Medium,Product Recall
Chicken,BrandD,Meat,Coloring agents,Sensory Evaluation,Moderate,Medium,Investigation Launched
Cheese,BrandE,Dairy,Chalk,Microbiological Analysis,Moderate,High,Investigation Launched
Honey,BrandC,Condiments,Artificial sweeteners,Microbiological Analysis,Minor,Medium,Fine Imposed
Cheese,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Warning Issued
Butter,BrandB,Dairy,Chalk,Sensory Evaluation,Moderate,Medium,Warning Issued
Butter,BrandE,Dairy,Water,Chemical Analysis,Moderate,Low,Product Recall
Wine,BrandA,Beverages,Melamine,Microbiological Analysis,Moderate,Low,Investigation Launched
Bread,BrandB,Dairy,Coloring agents,Sensory Evaluation,Minor,Low,Product Recall
Milk,BrandA,Dairy,Chalk,Sensory Evaluation,Minor,Medium,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Moderate,Low,Product Recall
Cheese,BrandA,Dairy,Coloring agents,Microbiological Analysis,Minor,Low,Investigation Launched
Bread,BrandE,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Medium,Product Recall
Chicken,BrandA,Meat,Melamine,Chemical Analysis,Severe,Low,Investigation Launched
Bread,BrandE,Dairy,Coloring agents,Microbiological Analysis,Severe,High,Product Recall
Juice,BrandC,Beverages,Coloring agents,Sensory Evaluation,Minor,Low,Product Recall
Yogurt,BrandB,Dairy,Melamine,Chemical Analysis,Moderate,High,Warning Issued
Juice,BrandD,Beverages,Artificial sweeteners,Spectroscopy,Moderate,High,Fine Imposed
Yogurt,BrandB,Dairy,Water,Chemical Analysis,Minor,High,Warning Issued
Honey,BrandE,Condiments,Coloring agents,Sensory Evaluation,Moderate,High,Product Recall
Chicken,BrandE,Meat,Chalk,Chemical Analysis,Severe,Low,Product Recall
Milk,BrandB,Dairy,Artificial sweeteners,Microbiological Analysis,Severe,Low,Product Recall
Juice,BrandB,Beverages,Coloring agents,Microbiological Analysis,Severe,Medium,Warning Issued
Butter,BrandD,Dairy,Artificial sweeteners,Chemical Analysis,Minor,Medium,Fine Imposed
Beef,BrandD,Meat,Melamine,Microbiological Analysis,Minor,Medium,Warning Issued
Bread,BrandD,Dairy,Chalk,Microbiological Analysis,Moderate,High,Fine Imposed
Juice,BrandE,Beverages,Chalk,Spectroscopy,Minor,High,Product Recall
Chicken,BrandC,Meat,Artificial sweeteners,Spectroscopy,Minor,Low,Warning Issued
